Tow Date,Make,Color,Count
2025-03,CHRY,SIL,3
2025-03,CHRY,WHI,2
2025-03,DODG,BLK,7
2025-03,DODG,BLU,2
2025-03,DODG,GRY,5
2025-03,DODG,RED,2
2025-03,DODG,SIL,4
2025-03,DODG,WHI,3
2025-03,FORD,BLK,9
2025-03,FORD,BLU,3
2025-03,FORD,GRY,7
2025-03,FORD,PLE,1
2025-03,FORD,RED,3
2025-03,FORD,SIL,4
2025-03,FORD,TAN,2
2025-03,FORD,WHI,20
2025-03,FRHT,BLU,1
2025-03,GMC,BLK,4
2025-03,GMC,GRY,2
2025-03,GMC,RED,4
2025-03,GMC,WHI,4
2025-03,HOND,BLK,7
2025-03,HOND,BLU,7
2025-03,HOND,GRY,3
2025-03,HOND,RED,2
2025-03,HOND,SIL,3
2025-03,HOND,TAN,1
2025-03,HUMM,BLK,1
2025-03,HYUN,BLK,1
2025-03,HYUN,BLU,6
2025-03,HYUN,GLD,1
2025-03,HYUN,GRY,5
2025-03,HYUN,ONG,1
2025-03,HYUN,RED,2
2025-03,HYUN,SIL,2
2025-03,HYUN,WHI,4
2025-03,INFI,BLK,4
2025-03,INFI,BLU,1
2025-03,INFI,GRY,5
2025-03,INFI,RED,1
2025-03,INFI,SIL,1
2025-03,INFI,WHI,2
2025-03,JAGU,MAR,1
2025-03,JEEP,BGE,1
2025-03,JEEP,BLK,12
2025-03,JEEP,BLU,1
2025-03,JEEP,BRO,1
2025-03,JEEP,GRY,5
2025-03,JEEP,MAR,1
2025-03,JEEP,RED,2
2025-03,JEEP,SIL,5
2025-03,JEEP,WHI,2
2025-03,KIA,BLK,6
2025-03,KIA,BLU,1
2025-03,KIA,GRY,5
2025-03,KIA,PLE,1
2025-03,KIA,RED,1
2025-03,KIA,SIL,3
2025-03,KIA,WHI,5
2025-03,LEXS,BLK,2
2025-03,LEXS,GLD,1
2025-03,LEXS,GRY,3
2025-03,LEXS,SIL,2
2025-03,LINC,BLK,1
2025-03,LINC,BLU,1
2025-03,LINC,RED,2
2025-03,MAZD,BLK,2
2025-03,MAZD,BLU,1
2025-03,MAZD,GRY,5
2025-03,MAZD,SIL,1
2025-03,MAZD,WHI,3
2025-03,MERC,BLK,2
2025-03,MERC,CRM,1
2025-03,MERC,RED,1
2025-03,MERC,WHI,1
2025-03,MERZ,BLK,1
2025-03,MERZ,GRN,1
2025-03,MINI,GRY,1
2025-03,MINI,WHI,1
2025-03,MITS,GRY,2
2025-03,NISS,BLK,12
2025-03,NISS,BLU,3
2025-03,NISS,BRO,1
2025-03,NISS,GRY,7
2025-03,NISS,MAR,1
2025-03,NISS,RED,2
2025-03,NISS,SIL,3
2025-03,NISS,TAN,1
2025-03,NISS,WHI,5
2025-03,OTTE,BLK,1
2025-03,OTTE,BLU,2
2025-03,OTTE,WHI,1
2025-03,PONT,BLK,1
2025-03,PONT,GRY,1
2025-03,SATR,BLU,1
2025-03,SATR,GRY,1
2025-03,SATU,BLK,1
2025-03,SATU,GRY,1
2025-03,SUBA,BLK,1
2025-03,SUBA,MAR,1
2025-03,TESL,WHI,1
2025-03,TOYT,BLK,8
2025-03,TOYT,BLU,3
2025-03,TOYT,GRN,2
2025-03,TOYT,GRY,10
2025-03,TOYT,LBL,1
2025-03,TOYT,RED,2
2025-03,TOYT,SIL,5
2025-03,TOYT,WHI,6
2025-03,VOLK,BLK,5
2025-03,VOLK,BRO,1
2025-03,VOLK,GRY,5
2025-03,VOLK,RED,1
2025-03,VOLK,SIL,1
2025-03,VOLK,WHI,5
2025-03,VOLV,DBL,1
