Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number,Weekday
2024-12-06,CHEV,LL,,BLK,EB91113,IL,701 N. Sacramento,(773) 265-7605,7107448,Friday
2024-12-13,HOND,4D,,BLK,CJ51110,IL,701 N. Sacramento,(773) 265-7605,7108458,Friday
2024-12-12,SATR,LL,,BLU,989RHP,IN,701 N. Sacramento,(773) 265-7605,2979019,Thursday
2024-12-26,CHEV,4D,,GRY,A865B9,MO,10300 S. Doty,(773) 568-8495,2979968,Thursday
2024-12-26,BUIC,4D,,BGE,BC70092,IL,701 N. Sacramento,(773) 265-7605,7109927,Thursday
2025-01-09,FORD,4D,,LGR,,,10300 S. Doty,(773) 568-8495,2980862,Thursday
2024-12-23,MAZD,LL,,BLU,ZY22772,IL,701 N. Sacramento,(773) 265-7605,7109794,Monday
2024-12-20,HYUN,4D,,GRY,EG62817,IL,701 N. Sacramento,(773) 265-7605,7109279,Friday
2024-12-12,CHEV,4D,,WHI,DW27296,IL,10300 S. Doty,(773) 568-8495,2979018,Thursday
2024-12-12,FORD,SW,,WHI,DV23504,IL,701 N. Sacramento,(773) 265-7605,7108273,Thursday
2025-01-11,HOND,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,7111347,Saturday
2024-12-23,NISS,LL,,TAN,EV25550,IL,701 N. Sacramento,(773) 265-7605,7109745,Monday
2024-12-09,VOLV,LL,,GRY,AQ19089,IL,701 N. Sacramento,(773) 265-7605,7108003,Monday
2025-01-17,NISS,LL,,BLK,EV64709,IL,701 N. Sacramento,(773) 265-7605,7111962,Friday
2025-01-13,FORD,4D,,GRY,773DRE,IN,10300 S. Doty,(773) 568-8495,2981134,Monday
2024-12-26,HOND,LL,,BLU,L0D751,KY,701 N. Sacramento,(773) 265-7605,7109925,Thursday
2024-12-12,FORD,LL,,WHI,DS73795,IL,701 N. Sacramento,(773) 265-7605,7108281,Thursday
2025-01-15,NISS,4D,,BLK,ED44408,IL,701 N. Sacramento,(773) 265-7605,7111830,Wednesday
2024-12-16,NISS,LL,,GRY,ER82377,IL,10300 S. Doty,(773) 568-8495,2979299,Monday
2024-12-23,CHEV,4D,,RED,V430640,IL,701 N. Sacramento,(773) 265-7605,7109793,Monday
2024-12-26,ACUR,LL,,BLU,BX76950,IL,10300 S. Doty,(773) 568-8495,2979970,Thursday
2024-12-20,DODG,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,7109271,Friday
2024-12-19,AUDI,4D,,WHI,HGQU09,FL,10300 S. Doty,(773) 568-8495,2979518,Thursday
2024-12-26,HYUN,4D,,RED,BB73439,IL,10300 S. Doty,(773) 568-8495,2979971,Thursday
2024-12-26,MITS,4D,,BLK,BU39490,IL,701 N. Sacramento,(773) 265-7605,7109926,Thursday
2024-12-20,CHEV,4D,,,AR5138,IL,10300 S. Doty,(773) 568-8495,2979586,Friday
2024-12-10,KIA,4D,,GRY,RGGB21,FL,10300 S. Doty,(773) 568-8495,2978943,Tuesday
2024-12-20,FORD,2D,MUS,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109327,Friday
2025-01-09,NISS,LL,TK,GLD,,IL,701 N. Sacramento,(773) 265-7605,7111213,Thursday
2025-01-09,KIA,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2980865,Thursday
2025-01-09,KAWK,MC,,BLK,,IL,10300 S. Doty,(773) 568-8495,513006,Thursday
2024-12-12,CHEV,PK,,BLK,2728809,IL,701 N. Sacramento,(773) 265-7605,7108308,Thursday
2024-12-20,HOND,LL,,BLU,DT79335,IL,701 N. Sacramento,(773) 265-7605,7109326,Friday
2024-12-12,HYUN,4T,,SIL,L407364,IL,701 N. Sacramento,(773) 265-7605,7108306,Thursday
2024-12-12,KIA,LL,,BLK,EA30916,IL,701 N. Sacramento,(773) 265-7605,7108307,Thursday
2024-12-23,TOYT,4D,,GRY,DC95475,IL,701 N. Sacramento,(773) 265-7605,7109749,Monday
2024-12-12,FORD,VN,,WHI,AM49335,AZ,701 N. Sacramento,(773) 265-7605,7108319,Thursday
2024-12-19,HYUN,LL,,YEL,CS68146,IL,10300 S. Doty,(773) 568-8495,2979523,Thursday
2025-01-07,KIA,4D,,BLK,KLF3187,NC,10300 S. Doty,(773) 568-8495,2980716,Tuesday
2024-12-26,CHEV,LL,,WHI,Q7X1AG3,TN,10300 S. Doty,(773) 568-8495,2979972,Thursday
2024-12-12,JEEP,LL,,BLK,S966129,IL,701 N. Sacramento,(773) 265-7605,7108311,Thursday
2025-01-20,CHEV,VN,,BGE,,IL,10300 S. Doty,(773) 568-8495,2981503,Monday
2024-12-26,KIA,LL,,GRY,DR84429,IL,10300 S. Doty,(773) 568-8495,2979976,Thursday
2025-01-15,JAGU,4D,,DBL,DH39060,IL,10300 S. Doty,(773) 568-8495,2981215,Wednesday
2024-12-23,HOND,4D,,BLK,EN41283,IL,400 E. Lower Wacker,(312) 744-7550,0332728,Monday
2025-01-04,HOND,4D,,BLK,Z513147,IL,701 N. Sacramento,(773) 265-7605,7110795,Saturday
2024-12-12,NISS,4T,,GRY,BR21004,IL,701 N. Sacramento,(773) 265-7605,7108317,Thursday
2024-12-08,TOYT,4D,,GRY,EW78110,IL,10300 S. Doty,(773) 568-8495,2978795,Sunday
2024-12-12,JEEP,LL,,BLK,7815881,IL,701 N. Sacramento,(773) 265-7605,7108315,Thursday
2024-12-12,MAZD,LL,,BLK,P645311,IL,701 N. Sacramento,(773) 265-7605,7108312,Thursday
2024-12-08,KIA,LL,,GRY,CC54323,IL,701 N. Sacramento,(773) 265-7605,7107829,Sunday
2024-12-12,NISS,4T,,SIL,EM91115,IL,701 N. Sacramento,(773) 265-7605,7108309,Thursday
2025-01-19,CHEV,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7112364,Sunday
2024-12-23,KIA,4D,,BLK,EP30271,IL,701 N. Sacramento,(773) 265-7605,7109754,Monday
2025-01-17,CHEV,4D,,RED,DC60189,IL,701 N. Sacramento,(773) 265-7605,7111963,Friday
2024-12-12,CHEV,4T,,WHI,DU25858,IL,701 N. Sacramento,(773) 265-7605,7108313,Thursday
2024-12-12,GMC,LL,,GRY,DU63340,IL,701 N. Sacramento,(773) 265-7605,7108318,Thursday
2024-12-12,NISS,LL,,GRY,AK87606,IL,701 N. Sacramento,(773) 265-7605,7108314,Thursday
2024-12-23,CHEV,LL,,BLU,64C01Y8,AL,10300 S. Doty,(773) 568-8495,2979843,Monday
2025-01-19,CHEV,PK,,WHI,NT6652C,IL,701 N. Sacramento,(773) 265-7605,7112381,Sunday
2024-12-19,TOYT,4D,,WHI,EJ30694,IL,701 N. Sacramento,(773) 265-1846,1548626,Thursday
2024-12-12,MERC,LL,,DBL,EJ50679,IL,701 N. Sacramento,(773) 265-7605,7108310,Thursday
2025-01-04,NISS,4D,,BLK,DF41692,IL,701 N. Sacramento,(773) 265-7605,7110797,Saturday
2024-12-26,NISS,4D,,GRY,AE69407,IL,10300 S. Doty,(773) 568-8495,2979978,Thursday
2024-12-21,CHEV,4D,,GRY,EM54935,IL,701 N. Sacramento,(773) 265-7605,7109335,Saturday
2024-12-26,HOND,LL,,GRY,DD97006,IL,10300 S. Doty,(773) 568-8495,2979977,Thursday
2024-12-13,DODG,LL,,GRY,CK24204,IL,10300 S. Doty,(773) 568-8495,2979103,Friday
2024-12-21,CHEV,LL,,BLK,ETP0508,MI,400 E. Lower Wacker,(312) 744-7550,0332583,Saturday
2024-12-26,NISS,4D,,GRY,Y829394,IL,701 N. Sacramento,(773) 265-7605,7109930,Thursday
2024-12-26,BUIC,VN,,SIL,DZ19991,IL,701 N. Sacramento,(773) 265-7605,7109929,Thursday
2024-12-21,VOLK,4D,,BLK,CH26902,IL,701 N. Sacramento,(773) 265-7605,7109325,Saturday
2024-12-20,HOND,4D,,GLD,VMP9291,VA,701 N. Sacramento,(773) 265-7605,7109278,Friday
2024-12-20,CHEV,4D,,BLK,FA38867,IL,10300 S. Doty,(773) 568-8495,2979628,Friday
2024-12-26,HOND,4D,,GRY,110AC561,IL,10300 S. Doty,(773) 568-8495,2979973,Thursday
2024-12-26,CHEV,4D,,RED,DW19437,IL,10300 S. Doty,(773) 568-8495,2979974,Thursday
2025-01-04,DODD,4D,,WHI,2944345B,IL,10300 S. Doty,(773) 568-8495,2980563,Saturday
2025-01-04,CHEV,4D,,BLU,CV24462,IL,701 N. Sacramento,(773) 265-7605,7110798,Saturday
2024-12-06,DODG,LL,,BLK,EW83572,IL,10300 S. Doty,(773) 568-8495,2978567,Friday
2024-12-23,TOYT,4D,,GRY,6VPK357,CA,400 E. Lower Wacker,(312) 744-7550,0332724,Monday
2024-12-09,VOLK,SW,,BLK,FB32204,IL,701 N. Sacramento,(773) 265-7605,7108021,Monday
2025-01-09,KIA,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7111219,Thursday
2024-12-09,JEEP,LL,,YEL,DD78306,IL,701 N. Sacramento,(773) 265-7605,7108029,Monday
2024-12-10,DODG,LL,,RED,DY79433,IL,10300 S. Doty,(773) 568-8495,2978915,Tuesday
2024-12-10,FORD,LL,,BLK,EY15168,IL,701 N. Sacramento,(773) 265-7605,7108091,Tuesday
2024-12-06,CHEV,4D,,BLU,EB95396,IL,701 N. Sacramento,(773) 265-7605,7107454,Friday
2024-12-12,CHEV,4T,,WHI,BY71529,IL,701 N. Sacramento,(773) 265-7605,7108329,Thursday
2024-12-12,AUDI,4T,,GRY,ER39607,IL,10300 S. Doty,(773) 568-8495,2979033,Thursday
2024-12-10,NISS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2978948,Tuesday
2024-12-26,NISS,SW,,SIL,336F072,IN,701 N. Sacramento,(773) 265-7605,7109935,Thursday
2025-01-17,HOND,LL,CRV,BLU,EB87582,IL,701 N. Sacramento,(773) 265-7605,7111968,Friday
2025-01-14,BMW,4D,,RED,RGF166,MN,701 N. Sacramento,(773) 265-7605,7111698,Tuesday
2024-12-12,HOND,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2979021,Thursday
2025-01-17,MAZD,LL,,WHI,DV77699,IL,701 N. Sacramento,(773) 265-7605,7111970,Friday
2024-12-12,JEEP,LL,,BLK,881AB592,IL,701 N. Sacramento,(773) 265-7605,7108325,Thursday
2024-12-12,FORD,LL,,WHI,EW90653,IL,701 N. Sacramento,(773) 265-7605,7108323,Thursday
2024-12-12,KIA,LL,,SIL,DC63956,IL,701 N. Sacramento,(773) 265-7605,7108326,Thursday
2024-12-06,MASR,LL,,GRY,,,701 N. Sacramento,(773) 265-7605,7107462,Friday
2024-12-06,FORD,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2978618,Friday
2024-12-19,FORD,4D,,RED,DY24243,IL,10300 S. Doty,(773) 568-8495,2979528,Thursday
2025-01-19,HYUN,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7112255,Sunday
2025-01-17,NISS,4D,SEN,RED,DT58161,IL,10300 S. Doty,(773) 568-8495,2981286,Friday
2025-01-15,CHEV,LL,,SIL,,,10300 S. Doty,(773) 568-8495,2981218,Wednesday
2025-01-17,CHEV,4D,MAL,MAR,BFD1561,WA,701 N. Sacramento,(773) 265-7605,7111969,Friday
2024-12-10,SUBA,SW,,SIL,DT74620,IL,701 N. Sacramento,(773) 265-7605,7108144,Tuesday
2024-12-10,JEEP,LL,,GRY,ER17426,IL,701 N. Sacramento,(773) 265-7605,7108141,Tuesday
2025-01-19,TOYT,4D,,BLU,ET12194,IL,701 N. Sacramento,(773) 265-7605,7112356,Sunday
2024-12-23,AUDI,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7109753,Monday
2024-12-23,CHEV,LL,,WHI,ET76320,IL,701 N. Sacramento,(773) 265-7605,7109751,Monday
2024-12-23,HYUN,4D,,WHI,EZ74137,IL,701 N. Sacramento,(773) 265-7605,7109750,Monday
2024-12-10,SUBA,SW,,RED,EG80160,IL,701 N. Sacramento,(773) 265-1846,1548598,Tuesday
2024-12-10,VOLV,LL,,BLK,EB87554,IL,701 N. Sacramento,(773) 265-7605,7108146,Tuesday
2024-12-06,NISS,4D,,WHI,EG59707,IL,10300 S. Doty,(773) 568-8495,2978573,Friday
2025-01-17,HOND,VN,ODY,GLD,DT77659,IL,701 N. Sacramento,(773) 265-7605,7111971,Friday
2025-01-17,JEEP,LL,WRG,WHI,EM87567,IL,701 N. Sacramento,(773) 265-7605,7111966,Friday
2024-12-12,MINI,4T,,BLU,,IL,10300 S. Doty,(773) 568-8495,2979022,Thursday
2024-12-12,NISS,4T,,WHI,EK57687,IL,701 N. Sacramento,(773) 265-7605,7108320,Thursday
2024-12-12,NISS,4T,,MAR,AX81343,IL,701 N. Sacramento,(773) 265-7605,7108322,Thursday
2024-12-12,VOLK,LL,,BLK,DJ57025,IL,701 N. Sacramento,(773) 265-7605,7108328,Thursday
2024-12-12,MITS,4T,,BLK,DV69534,IL,701 N. Sacramento,(773) 265-7605,7108327,Thursday
2024-12-26,VOLK,LL,,WHI,34771Q,IL,701 N. Sacramento,(773) 265-7605,7109936,Thursday
2024-12-06,HOND,4D,,DBL,DX38355,IL,701 N. Sacramento,(773) 265-7605,7107538,Friday
2024-12-06,MINI,2D,,SIL,CE74290,IL,701 N. Sacramento,(773) 265-7605,7107539,Friday
2024-12-06,DODG,4D,,BLK,EE14023,IL,701 N. Sacramento,(773) 265-1846,1548582,Friday
2024-12-21,JEEP,LL,,WHI,DM57889,IL,10300 S. Doty,(773) 568-8495,2979629,Saturday
2024-12-26,CHEV,SW,,BLK,DU82676,IL,701 N. Sacramento,(773) 265-7605,7109933,Thursday
2024-12-26,CHEV,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7109898,Thursday
2024-12-26,DODG,PK,TK,RED,3431338B,IL,10300 S. Doty,(773) 568-8495,2979979,Thursday
2024-12-19,KIA,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2979530,Thursday
2024-12-26,NISS,4D,,SIL,AH91447,IL,10300 S. Doty,(773) 568-8495,2979980,Thursday
2024-12-26,TESL,4D,,BLK,Q820379,IL,701 N. Sacramento,(773) 265-7605,7109934,Thursday
2025-01-18,HYUN,4T,,MAR,ER96233,IL,701 N. Sacramento,(773) 265-7605,7112148,Saturday
2025-01-01,HOND,4D,,GRY,FB97165,IL,701 N. Sacramento,(773) 265-7605,7110477,Wednesday
2025-01-04,JEEP,LL,TK,SIL,EZ32002,IL,701 N. Sacramento,(773) 265-7605,7110799,Saturday
2025-01-21,DODG,VN,,RED,S226349,IL,701 N. Sacramento,(773) 265-7605,7112449,Tuesday
2024-12-23,BMW,2D,,WHI,DV95807,IL,701 N. Sacramento,(773) 265-7605,7109752,Monday
2024-12-26,SUBA,SW,,WHI,DV40000,IL,701 N. Sacramento,(773) 265-7605,7109931,Thursday
2024-12-30,CHEV,LL,,GRY,EZ90328,IL,10300 S. Doty,(773) 568-8495,2980275,Monday
2024-12-17,DODG,PK,,BLK,3538847B,IL,701 N. Sacramento,(773) 265-7605,7109088,Tuesday
2025-01-20,TOYT,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7112385,Monday
2025-01-19,ISU,PK,,WHI,,IL,10300 S. Doty,(773) 568-8495,2981452,Sunday
2025-01-11,VOLK,LL,,GRY,EU95428,IL,701 N. Sacramento,(773) 265-7605,7111403,Saturday
2024-12-26,BMW,4D,,BLU,1DV2850,TX,701 N. Sacramento,(773) 265-7605,7109939,Thursday
2025-01-17,CHRY,2D,,BLK,KAW2529,NC,701 N. Sacramento,(773) 265-7605,7111976,Friday
2024-12-12,FORD,4D,,SIL,FA48613,IL,701 N. Sacramento,(773) 265-7605,7108335,Thursday
2025-01-17,FORD,LL,EXP,BLK,DL5810D,IL,701 N. Sacramento,(773) 265-7605,7111975,Friday
2024-12-12,HOND,4D,,GRY,DZ13874,IL,701 N. Sacramento,(773) 265-7605,7108334,Thursday
2024-12-12,LINC,LL,,BLK,,IL,400 E. Lower Wacker,(312) 744-7550,ER,Thursday
2024-12-16,GMC,LL,,WHI,EW60202,IL,701 N. Sacramento,(773) 265-7605,7109024,Monday
2025-01-17,CHEV,SW,,RED,EZ63515,IL,701 N. Sacramento,(773) 265-7605,7111964,Friday
2024-12-26,NISS,4D,,GRY,CX73714,IL,10300 S. Doty,(773) 568-8495,2979985,Thursday
2024-12-12,FORD,4T,,SIL,517VEO,AR,10300 S. Doty,(773) 568-8495,2979037,Thursday
2024-12-12,FORD,4T,,SIL,E524849,IL,701 N. Sacramento,(773) 265-7605,7108324,Thursday
2024-12-12,TOYT,PK,,SIL,3624711B,IL,701 N. Sacramento,(773) 265-7605,7108330,Thursday
2024-12-12,CHEV,4T,,GRY,AWW1045,IL,701 N. Sacramento,(773) 265-7605,7108338,Thursday
2024-12-13,JEEP,LL,,MAR,TJ5T6F,MI,701 N. Sacramento,(773) 265-7605,7108459,Friday
2024-12-12,DODG,VN,,SIL,8310CC,IL,701 N. Sacramento,(773) 265-7605,7108333,Thursday
2024-12-12,SUBA,4D,,WHI,CT60689,IL,701 N. Sacramento,(773) 265-7605,7108331,Thursday
2024-12-13,DODG,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2979106,Friday
2024-12-12,JEEP,LL,,GRY,DH77166,IL,701 N. Sacramento,(773) 265-7605,7108337,Thursday
2024-12-12,CADI,4T,,GRN,180046EN,IL,10300 S. Doty,(773) 568-8495,2979036,Thursday
2024-12-19,TOYT,4D,,GRY,EK82860,IL,10300 S. Doty,(773) 568-8495,2979531,Thursday
2025-01-15,KIA,4D,,SIL,CX85157,IL,701 N. Sacramento,(773) 265-7605,7111833,Wednesday
2024-12-19,TESL,4D,,WHI,47AKBW,FL,10300 S. Doty,(773) 568-8495,2979533,Thursday
2025-01-15,JEEP,LL,TK,BLU,DV23274,IL,701 N. Sacramento,(773) 265-7605,7111832,Wednesday
2024-12-26,BUIC,LL,,RED,DH24556,IL,10300 S. Doty,(773) 568-8495,2979982,Thursday
2024-12-26,DODG,2D,,GRY,ES92515,IL,10300 S. Doty,(773) 568-8495,2979981,Thursday
2024-12-06,LEXS,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7107551,Friday
2024-12-21,TOYT,LL,,LBL,CM59294,IL,701 N. Sacramento,(773) 265-7605,7109360,Saturday
2024-12-23,FORD,4D,,BLK,EZ17625,IL,10300 S. Doty,(773) 785-9752,1727482,Monday
2024-12-13,JEEP,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,7108464,Friday
2025-01-15,BUIC,LL,,GRY,EB37095,IL,701 N. Sacramento,(773) 265-7605,7111837,Wednesday
2024-12-19,JEEP,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109227,Thursday
2025-01-09,DODG,4T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2980872,Thursday
2024-12-13,NISS,4D,,BLK,YKK617,IN,701 N. Sacramento,(773) 265-7605,7108462,Friday
2024-12-10,CHEV,LL,,GRY,EN24679,IL,10300 S. Doty,(773) 568-8495,2978954,Tuesday
2024-12-26,MERZ,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2979975,Thursday
2024-12-10,TOYT,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2978956,Tuesday
2024-12-06,CHEV,4D,,MAR,011465A7,IL,10300 S. Doty,(773) 568-8495,2978632,Friday
2025-01-14,CHEV,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7111702,Tuesday
2025-01-04,DODG,LL,,GRN,EZ89710,IL,10300 S. Doty,(773) 568-8495,2980568,Saturday
2024-12-12,TOYT,4T,,WHI,VMD333,SC,701 N. Sacramento,(773) 265-7605,7108321,Thursday
2024-12-26,TOYT,LL,,SIL,BG20721,IL,701 N. Sacramento,(773) 265-7605,7109944,Thursday
2024-12-09,CHEV,LL,,WHI,EQ30971,IL,701 N. Sacramento,(773) 265-7605,7108040,Monday
2024-12-19,OTTE,HH,,SIL,,IL,10300 S. Doty,(773) 568-8495,2979535,Thursday
2024-12-23,NISS,4D,,WHI,AN99666,IL,400 E. Lower Wacker,(312) 744-7550,0332735,Monday
2024-12-26,JEEP,LL,,GRY,Z510357,IL,701 N. Sacramento,(773) 265-7605,7109943,Thursday
2024-12-26,NISS,SW,,SIL,BB86362,IL,701 N. Sacramento,(773) 265-7605,7109938,Thursday
2024-12-09,HOND,4D,,GRY,X716367,IL,400 E. Lower Wacker,(312) 744-7550,0331791,Monday
2024-12-26,FORD,LL,,BLK,TLH6585,VA,701 N. Sacramento,(773) 265-7605,7109937,Thursday
2024-12-09,CHEV,LL,,WHI,DS71430,IL,10300 S. Doty,(773) 568-8495,2978849,Monday
2024-12-21,TOYT,PK,,RED,2807419B,IL,701 N. Sacramento,(773) 265-7605,7109362,Saturday
2024-12-09,CHEV,LL,,RED,EF34833,IL,10300 S. Doty,(773) 568-8495,2978848,Monday
2025-01-17,VOLV,4D,S90,GRY,ZX69451,IL,701 N. Sacramento,(773) 265-7605,7111973,Friday
2024-12-17,GMC,LL,,GRY,EX13858,IL,701 N. Sacramento,(773) 265-7605,7109046,Tuesday
2025-01-18,CHEV,4D,MAL,SIL,,IL,10300 S. Doty,(773) 568-8495,2981406,Saturday
2025-01-01,CHEV,4D,,BLU,WH2786C,IL,701 N. Sacramento,(773) 265-7605,7110481,Wednesday
2025-01-04,NISS,4D,,BLK,ABU9721,WI,701 N. Sacramento,(773) 265-7605,7110802,Saturday
2025-01-18,MERC,4T,,BLK,266AC585,IL,701 N. Sacramento,(773) 265-7605,7112142,Saturday
2025-01-14,KIA,LL,,BLK,CH45141,IL,701 N. Sacramento,(773) 265-7605,7111715,Tuesday
2025-01-17,NISS,4D,ALT,SIL,R811415,IL,701 N. Sacramento,(773) 265-7605,7111977,Friday
2025-01-17,LEXS,4D,,GRY,DQ57245,IL,701 N. Sacramento,(773) 265-7605,7111974,Friday
2025-01-09,CHEV,PK,,WHI,,IL,10300 S. Doty,(773) 568-8495,2980868,Thursday
2024-12-17,CHEV,2D,,WHI,UNVMECD,IL,10300 S. Doty,(773) 568-8495,2979377,Tuesday
2024-12-12,MAZD,VN,,SIL,EK90975,IL,10300 S. Doty,(773) 568-8495,2979039,Thursday
2024-12-12,FORD,PK,,RED,238AC659,IL,10300 S. Doty,(773) 568-8495,2979038,Thursday
2024-12-26,TOYT,LL,,DGR,EQ70951,IL,10300 S. Doty,(773) 568-8495,7109941,Thursday
2024-12-26,DODG,4D,,SIL,ES338995,IL,701 N. Sacramento,(773) 265-7605,7109940,Thursday
2024-12-12,HYUN,2T,,YEL,EV28262,IL,10300 S. Doty,(773) 568-8495,2979041,Thursday
2024-12-12,HOND,4D,,BGE,DN35573,IL,701 N. Sacramento,(773) 265-7605,7108336,Thursday
2024-12-12,CHRY,VN,,SIL,BA16428,IL,701 N. Sacramento,(773) 265-7605,7108344,Thursday
2024-12-12,NISS,4T,,WHI,ZY77820,IL,701 N. Sacramento,(773) 265-7605,7108332,Thursday
2025-01-15,PONT,4D,,WHI,5287101,IL,701 N. Sacramento,(773) 265-7605,7111834,Wednesday
2024-12-12,CHEV,LL,,SIL,2NUM80,MI,10300 S. Doty,(773) 568-8495,2979042,Thursday
2025-01-04,HYUN,4D,,SIL,CK48676,IL,701 N. Sacramento,(773) 265-7605,7110807,Saturday
2024-12-12,VOLK,LL,,BLK,EP94765,IL,10300 S. Doty,(773) 568-8495,2979034,Thursday
2024-12-12,FORD,4T,,SIL,EL92965,IL,10300 S. Doty,(773) 568-8495,2979043,Thursday
2024-12-12,NISS,LL,,MAR,EV36416,IL,701 N. Sacramento,(773) 265-7605,7108284,Thursday
2024-12-13,CHEV,4D,,DBL,LCH2212,NY,10300 S. Doty,(773) 568-8495,2979107,Friday
2024-12-16,FORD,LL,,GRY,DC51551,IL,10300 S. Doty,(773) 785-9752,1727447,Monday
2024-12-26,BUIC,4D,,WHI,EL36272,IL,701 N. Sacramento,(773) 265-7605,7109946,Thursday
2024-12-12,JEEP,LL,,WHI,CU38820,IL,10300 S. Doty,(773) 568-8495,2979040,Thursday
2024-12-12,GMC,LL,,SIL,EK37598,IL,10300 S. Doty,(773) 568-8495,2979044,Thursday
2024-12-12,NISS,4T,,BLK,FP89814,IL,701 N. Sacramento,(773) 265-7605,7108347,Thursday
2025-01-15,BUIC,4D,,BRZ,,IL,701 N. Sacramento,(773) 265-7605,7111835,Wednesday
2024-12-26,HYUN,LL,,BLK,EK87287,IL,10300 S. Doty,(773) 568-8495,2979987,Thursday
2024-12-12,ACUR,4T,,WHI,EH79741,IL,701 N. Sacramento,(773) 265-7605,7108346,Thursday
2024-12-26,NISS,4D,,BLU,EJ23080,IL,10300 S. Doty,(773) 568-8495,2979986,Thursday
2024-12-12,NISS,VN,,WHI,1837924B,IL,701 N. Sacramento,(773) 265-7605,7108349,Thursday
2024-12-12,JEEP,LL,,BLK,EX95191,IL,701 N. Sacramento,(773) 265-7605,7108340,Thursday
2024-12-12,MAZD,4T,,GRY,CS25685,IL,701 N. Sacramento,(773) 265-7605,7108345,Thursday
2024-12-12,MERC,LL,,RED,ER15960,IL,10300 S. Doty,(773) 568-8495,2979046,Thursday
2024-12-12,NISS,4D,,GRY,AX86396,IL,701 N. Sacramento,(773) 265-7605,7108350,Thursday
2024-12-12,HOND,4D,,MAR,Q203345,IL,701 N. Sacramento,(773) 265-7605,7108342,Thursday
2024-12-12,AUDI,LL,,WHI,A4597EL,IL,701 N. Sacramento,(773) 265-7605,7108341,Thursday
2024-12-12,TOYT,VN,,GRY,Z446627,IL,701 N. Sacramento,(773) 265-7605,7108343,Thursday
2024-12-12,LINC,4D,,GRY,EY51016,IL,701 N. Sacramento,(773) 265-7605,7108339,Thursday
2024-12-12,NISS,4T,,SIL,R533184,IL,10300 S. Doty,(773) 568-8495,2979045,Thursday
2024-12-12,NISS,4T,,BLK,E573338,IL,701 N. Sacramento,(773) 265-7605,7108348,Thursday
2024-12-19,FORD,LL,,DBL,DU92832,IL,701 N. Sacramento,(773) 265-7605,7109256,Thursday
2024-12-12,HOND,2T,,RED,CM38926,IL,10300 S. Doty,(773) 568-8495,2979047,Thursday
2025-01-11,BMW,4D,,BLK,ER78557,IL,701 N. Sacramento,(773) 265-7605,7111364,Saturday
2025-01-17,JEEP,LL,GCH,GRY,JAYLAWS,IL,701 N. Sacramento,(773) 265-7605,7111983,Friday
2024-12-13,NISS,4D,,,DE52488,IL,701 N. Sacramento,(773) 265-7605,7108442,Friday
2024-12-13,NISS,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2979114,Friday
2024-12-13,GMC,LL,,GRY,ET24720,IL,10300 S. Doty,(773) 568-8495,2979110,Friday
2025-01-17,TOYT,4D,COA,GRN,CQ39226,IL,701 N. Sacramento,(773) 265-7605,7111980,Friday
2024-12-19,DODG,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1548627,Thursday
2024-12-23,FORD,4D,,WHI,TES9782,GA,400 E. Lower Wacker,(312) 744-7550,0332736,Monday
2024-12-26,TOYT,LL,,BLK,VT77292,SC,701 N. Sacramento,(773) 265-7605,7109942,Thursday
2024-12-07,FORD,LL,,SIL,CB33549,IL,701 N. Sacramento,(773) 265-7605,7107578,Saturday
2024-12-26,TESL,4D,,WHI,90584EL,IL,10300 S. Doty,(773) 568-8495,2979988,Thursday
2024-12-23,CHEV,4D,,RED,,,701 N. Sacramento,(773) 265-7605,7109798,Monday
2024-12-26,TOYT,4D,,SIL,EV72250,IL,701 N. Sacramento,(773) 265-7605,7109947,Thursday
2024-12-07,LEXS,4D,,GRY,EL94380,IL,10300 S. Doty,(773) 568-8495,2978646,Saturday
2024-12-13,CADI,4D,,,EP50071,IL,701 N. Sacramento,(773) 265-7605,7108441,Friday
